"Id","WhoId","WhatId","WhoCount","WhatCount","Subject","Location","IsAllDayEvent","ActivityDateTime","ActivityDate","DurationInMinutes","Description","AccountId","OwnerId","Type","IsPrivate","ShowAs","IsDeleted","IsChild","IsGroupEvent","GroupEventType","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","IsArchived","RecurrenceActivityId","IsRecurrence","RecurrenceStartDateTime","RecurrenceEndDateOnly","RecurrenceTimeZoneSidKey","RecurrenceType","RecurrenceInterval","RecurrenceDayOfWeekMask","RecurrenceDayOfMonth","RecurrenceInstance","RecurrenceMonthOfYear","ReminderDateTime","IsReminderSet","ProposedEventTimeframe","LID__Date_Sent__c","LID__URL__c","Activity_Type__c","InviteeUuid__c","SalesLoft1__Call_Disposition__c","Completed_Event__c","Executive_Member_s__c","SalesLoft1__Call_Sentiment__c","SalesLoft1__SalesLoft_Cadence_Name__c","SalesLoft1__SalesLoft_Clicked_Count__c","SalesLoft1__SalesLoft_Email_Template_Title__c","SalesLoft1__SalesLoft_Replies_Count__c","SalesLoft1__SalesLoft_Step_Day__c","MSE_Call_Local_Presence_ID__c","MSE_Call_Recording__c","MSE_Campaign_Details_Link__c","MSE_Campaign__c","MSE_Clicked__c","MSE_Current_Campaign_Step__c","MSE_Details__c","MSE_Email_Status__c","MSE_Presentation_Viewed__c","MSE_Replied__c","MSE_Template_Details__c","MSE_Template__c","MSE_Viewed__c","SalesLoft1__SalesLoft_View_Count__c","COVID_19_Call__c","Call_Outcome__c"
"00U4P00001ifZsSUAU","000000000000000AAA","0064P00000m2xQxQAI","0","1","Initial Implementation Meeting for Conemaugh and Nason Employee Population","","0","2019-09-26 14:00:00","2019-09-26 00:00:00","60","Meeting participants: 	? Gallagher - Shelly Quick, Kristie Horton, Emily Hailey 	? AH - Kempton Presley, Bradford Crowther, Stacey Parker, Steven Collins, Susie Gilmer, Kelly Mooneyham, Dana Gorday  Adding two new employee populations (total of approx. 7,000 new lives): 	1. Conemaugh - 3,200 employees (* 2.2 to include dependents) = approx. 6,500 total lives 	2. Nason - 200 employees (* 2.2 to include dependents) = approx. 400 total lives Conemaugh and Nason are not new acquisitions for LifePoint.  Vendors: 	1. Conemaugh - Highmark & Optum 	2. Nason - Highmark & Express Scripts (though PBM is changing to Optum effective 1.1.20)  Current eligibility file AH is receiving for LifePoint comes from Empyrean  LifePoint is in the process of integrating RCCH: 	? 9,000 employees (*2.2) = approx. 19,800 total lives 	? Multiple medical claims vendors 	? CVS is the PBM  NEXT STEPS:  Considerations for Nason integration: 	? Do we wait to implement Nason after 1.1.20 following the PBM change to Optum? 	? How do we ensure we receive as much historical pharmacy claims data as possible from Express Scripts? 	 Set up calls with LifePoint and: 	? Highmark 	? Optum 	? Express Scripts ___________________________________ Additional notes from my research:  Conemaugh Health System (CHS) 	? CHS is the largest health care provider in west central Pennsylvania, with hospitals, physician offices, and outpatient centers in 5 counties serving over half-million patients. 	? HQ is located in Johnstown, PA 	? On 9.1.14 CHS was acquired by Duke LifePoint Healthcare, a joint venture  between Duke University Health System and LifePoint Hospitals.  Conemaugh Nason Medical Center 	? Conemaugh (with parent company, Duke LifePoint Health Care) acquired Nason Hospital in Feb 2015 	 RCCH Health Partners 	? Merger with LifePoint Health, Inc. completed 11.16.18 	? RegionalCare Capella Healthcare (RCCH), a $1.7 billion system, was formed in March 2016 from a merger between RegionalCare Hospital Partners and Capella Healthcare.  The merger created a new company with 18 hospital campuses in 12 states (13,000 employees and 2,000 affiliated physicians)","0014P00002CSjWNQA1","0054P00000AgNKAQA3","","0","Busy","0","","","","2019-10-02 13:14:34","0054P00000AgNKAQA3","2020-08-03 21:24:24","0054P00000AgUSvQAN","2020-09-27 13:05:00","1","","0","","","","","","","","","","","0","10BusinessDays","","","","","","1","Kempton Presley;Kent Holdcroft","","","","","","","","","","","","","","","","","","","","","",""
"00U4P00001igWMoUAM","0034P00002cW1jGQAS","0064P00000mYTJKQA4","1","1","Meeting","","0","2019-10-24 14:00:00","2019-10-24 00:00:00","240","Melissa and Kelly were scheduled to be onsite 10/24/19. We will discuss performance and 2020 strategy, but had to cancel due to illness.","0014P00002CSivIQAT","0054P00000ADnatQAD","","0","Busy","0","","0","0","2019-10-09 18:33:31","0054P00000ADnatQAD","2021-01-28 22:34:25","0054P00000AgrqnQAB","2021-01-31 13:38:34","1","","0","","","","","","","","","","","0","10BusinessDays","","","","","","0","Kent Holdcroft","","","","","","","","","","","","","","","","","","","","","",""
"00U4P00001igWNhUAM","0034P00002cW1jGQAS","0064P00000mYTJPQA4","1","1","Meeting","","0","2019-10-24 14:00:00","2019-10-24 00:00:00","240","Melissa and Kelly were scheduled to be onsite 10/24/19 to discuss performance and 2020 strategy, but had to reschedule due to illness.","0014P00002CSivIQAT","0054P00000ADnatQAD","","0","Busy","0","","0","0","2019-10-09 18:36:38","0054P00000ADnatQAD","2021-01-28 22:34:25","0054P00000AgrqnQAB","2021-01-31 13:38:34","1","","0","","","","","","","","","","","0","10BusinessDays","","","","","","0","Kent Holdcroft","","","","","","","","","","","","","","","","","","","","","",""
"00U4P00001igWPTUA2","0034P00002cW2jEQAS","0064P00000im6aAQAQ","1","1","Call","","0","2019-10-07 19:00:00","2019-10-07 00:00:00","60","A call was held with Paul Slattery and others that Dawn conducted regarding ARx CC for the M&R population. They are not likely to do anything this year but there is interest.","0014P00002CSkAiQAL","0054P00000ADnatQAD","","0","Busy","0","","","","2019-10-09 18:38:49","0054P00000ADnatQAD","2021-10-19 20:02:52","0056f00000ALoScAAL","2021-10-19 20:02:52","1","","0","","","","","","","","","","","0","10BusinessDays","","","","","","1","Kent Holdcroft","","","","","","","","","","","","","","","","","","","","","",""
"00U4P00001igWeTUAU","0034P00002ZRXjvQAH","0064P00000m314cQAA","2","1","Call","","0","2019-10-08 18:30:00","2019-10-08 00:00:00","30","CSM reached out to client about the outstanding SOW renewal.  Client requested another conversation to include Kent.  Held that call on 10.8.  informed client of evergreen.  Client noted desire to change term and price.  Client also note that purchase of P3link would not be considered until 2021 budget.  Suggested a unique software offering to allow P3Link access.  Also discussed cognisight partnership.","0014P00002CSjIIQA1","0054P00000ADndYQAT","","0","Busy","0","","","","2019-10-09 19:09:50","0054P00000ADndYQAT","2020-08-03 21:24:24","0054P00000AgUSvQAN","2020-10-11 13:38:51","1","","0","","","","","","","","","","","0","10BusinessDays","","","","","","1","Kent Holdcroft","","","","","","","","","","","","","","","","","","","","","",""
"00U4P00001igWf2UAE","0034P00002ZRY5pQAH","0064P00000m314cQAA","2","1","Meeting","","0","2019-10-15 21:45:00","2019-10-15 00:00:00","60","10.17.19 - Bradford and Cheryl attended the Medicare Expo with Victoria from our clinical ops team. There were 64 members engaged, resulting in 2 opt outs, 1 already completed CMR, and 61 not eligible. Had lunch afterward with Kelly and Tiffanie. We agreed to leave the current, recently evergreened, contract in place. We will look to renegotiate next year after the Beaumont merger is complete. 10.15 and 10.16 onsite for Medicare expo with AH clinical asset for CMR completion and scheduling.  Discussion of current engagement and future opportunities.","0014P00002CSjIIQA1","0054P00000ADndYQAT","","0","Busy","0","","","","2019-10-09 19:11:24","0054P00000ADndYQAT","2020-08-03 21:24:24","0054P00000AgUSvQAN","2020-10-18 14:18:19","1","","0","","","","","","","","","","","0","10BusinessDays","","","Past Meeting","","","1","Kent Holdcroft","","","","","","","","","","","","","","","","","","","","","",""
"00U4P00001igWf3UAE","0034P00002ZRXjvQAH","0064P00000m2xQ1QAI","2","1","Call","","0","2019-10-08 18:30:00","2019-10-08 00:00:00","30","met with client along with AH leaders to discuss current engagement/SOW changes/evergreen status and cognisight partnership.  Client remains interested in additional AH services. Moving close date out as this is not currently a decision priority for client.  will revisit in onsite next week.","0014P00002CSjIIQA1","0054P00000ADndYQAT","","0","Busy","0","","","","2019-10-09 19:19:02","0054P00000ADndYQAT","2020-08-03 21:24:24","0054P00000AgUSvQAN","2020-10-11 13:38:51","1","","0","","","","","","","","","","","0","10BusinessDays","","","","","","1","Kent Holdcroft","","","","","","","","","","","","","","","","","","","","","",""
"00U4P00001igWhEUAU","0034P00002ZRY1eQAH","0064P00000mdt1zQAA","1","1","Call","","0","2019-10-08 20:00:00","2019-10-08 00:00:00","60","Met (on a call) for our monthly strategy conversation and discussed utilizing P3Link in 2019. Although not entirely dismissive, they would prefer we get to their 62% target without deploying this. The 62% is based on a 10% improvement over last year.","0014P00002CSjpFQAT","0054P00000ADnatQAD","","0","Busy","0","","","","2019-10-09 19:15:42","0054P00000ADnatQAD","2020-08-03 21:24:24","0054P00000AgUSvQAN","2020-10-11 13:38:51","1","","0","","","","","","","","","","","0","10BusinessDays","","","","","","1","Kent Holdcroft","","","","","","","","","","","","","","","","","","","","","",""
"00U4P00001igWilUAE","000000000000000AAA","0064P00000m30hHQAQ","0","1","Call","","0","2019-12-31 21:00:00","2019-12-31 00:00:00","60","Attempting to set a meeting between Cyndi and the CHP CEO. He was agreeable to it, we just have to pin down schedules.","0014P00002CSjeHQAT","0054P00000ADnatQAD","","0","Busy","0","","","","2019-10-09 19:19:41","0054P00000ADnatQAD","2019-10-09 19:19:41","0054P00000ADnatQAD","2021-01-03 14:12:59","1","","0","","","","","","","","","","","0","10BusinessDays","","","","","","0","Cyndi Alexander","","","","","","","","","","","","","","","","","","","","","",""
"00U4P00001igWmYUAU","0034P00002ZRYXHQA5","0064P00000mYUigQAG","1","1","Email","","0","2019-10-08 20:00:00","2019-10-08 00:00:00","15","Follow-up email post software Demo.","0014P00002E8thvQAB","0054P00000ADndYQAT","","0","Busy","0","","","","2019-10-09 19:27:08","0054P00000ADndYQAT","2019-10-09 19:27:08","0054P00000ADndYQAT","2020-10-11 13:38:51","1","","0","","","","","","","","","","","0","10BusinessDays","","","","","","1","Ryan Dacus","","","","","","","","","","","","","","","","","","","","","",""
"00U4P00001igWmZUAU","0034P00002ZRYXHQA5","0064P00000mYUigQAG","1","1","Other","","0","2019-10-08 19:00:00","2019-10-08 00:00:00","60","Demo of software to 5 key stakeholders with Sunshine Health.  Moses Allen was not in attendance.  Marissa is regrouping with Moses for next steps.  The team has strong interest in the software seeing applications for both their Medicare and Medicaid populations.  Found the software to be user friendly.","0014P00002E8thvQAB","0054P00000ADndYQAT","","0","Busy","0","","","","2019-10-09 19:29:25","0054P00000ADndYQAT","2019-10-09 19:29:25","0054P00000ADndYQAT","2020-10-11 13:38:51","1","","0","","","","","","","","","","","0","10BusinessDays","","","","","","1","Ryan Dacus","","","","","","","","","","","","","","","","","","","","","",""
"00U4P00001igWttUAE","0034P00002ZRYZYQA5","0064P00000mYaK7QAK","2","1","Meeting","","0","2019-09-25 17:30:00","2019-09-25 00:00:00","60","Part C measures presentation to HEDIS and STARS teams","0014P00002E8ti0QAB","0054P00000ADndYQAT","","0","Busy","0","","","","2019-10-09 19:56:08","0054P00000ADndYQAT","2020-08-03 21:24:24","0054P00000AgUSvQAN","2020-09-27 13:05:00","1","","0","","","","","","","","","","","0","10BusinessDays","","","","","","1","Cyndi Alexander;Kent Holdcroft","","","","","","","","","","","","","","","","","","","","","",""
"00U4P00001igWuXUAU","0034P00002ZRYZjQAP","0064P00000mYaK7QAK","1","1","Email","","0","2019-10-09 19:00:00","2019-10-09 00:00:00","60","follow-up email to vendor management team requesting update on internal discussions regarding Part C measures.","0014P00002E8ti0QAB","0054P00000ADndYQAT","","0","Busy","0","","","","2019-10-09 19:57:34","0054P00000ADndYQAT","2019-10-09 19:57:34","0054P00000ADndYQAT","2020-10-11 13:38:51","1","","0","","","","","","","","","","","0","10BusinessDays","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"00U4P00001igWvQUAU","0034P00002ZRZg4QAH","0064P00000ilriaQAA","1","1","Meeting","","0","2019-10-08 12:00:00","2019-10-08 00:00:00","60","Discuss opportunity to start a small turn-key MTM program for 2019","0014P00002CSiu7QAD","0054P00000ADnY9QAL","","0","Busy","0","","","","2019-10-09 20:03:13","0054P00000ADnY9QAL","2019-10-09 20:04:53","0054P00000ADnY9QAL","2020-10-11 13:38:51","1","","0","","","","","","","","","","","0","10BusinessDays","","","","","","1","Ryan Dacus","","","","","","","","","","","","","","","","","","","","","",""
"00U4P00001igXDFUA2","0034P00002cVz24QAC","0064P00000m316TQAQ","5","1","AdhereHealth Demo for Renew Health","","0","2019-10-07 21:00:00","2019-10-07 00:00:00","60","AdhereHealth?s SaaS platform demo for medication adherence and medication therapy management","0014P00002CSm2gQAD","0054P00000ADnY9QAL","","0","Busy","0","","0","0","2019-10-09 20:21:23","0054P00000ADnY9QAL","2021-07-06 20:29:57","0056f000009s6VMAAY","2021-07-11 13:14:01","1","","0","","","","","","","","","","","0","10BusinessDays","","","","","","1","Kempton Presley;Ryan Dacus","","","","","","","","","","","","","","","","","","","","","",""
"00U4P00001igXJrUAM","0034P00002cW2iuQAC","0064P00000im6aAQAQ","3","1","Meeting","","0","2019-10-07 15:00:00","2019-10-07 00:00:00","60","Provide UHC with overview of AdhereRx Complex Cases","0014P00002CSkAiQAL","0054P00000ADnY9QAL","","0","Busy","0","","0","0","2019-10-09 20:41:53","0054P00000ADnY9QAL","2021-10-19 20:02:52","0056f00000ALoScAAL","2021-10-19 20:02:52","1","","0","","","","","","","","","","","0","10BusinessDays","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"00U4P00001igXKVUA2","0034P00002cW2iuQAC","0064P00000im6aAQAQ","1","1","Call","","0","2019-10-09 16:00:00","2019-10-09 00:00:00","60","Discuss 2020 Partnership Planning and Debrief AdhereRx call;  Discussed ability to provide AdhereRx program to other M&R States;","0014P00002CSkAiQAL","0054P00000ADnY9QAL","","0","Busy","0","","","","2019-10-09 20:43:40","0054P00000ADnY9QAL","2021-10-19 20:02:52","0056f00000ALoScAAL","2021-10-19 20:02:52","1","","0","","","","","","","","","","","0","10BusinessDays","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
