,updatedAt,createdAt,name,label,type,fieldType,description,groupName,options,createdUserId,updatedUserId,displayOrder,calculated,externalOptions,archived,hasUniqueValue,hidden,modificationMetadata,formField,calculationFormula,showCurrencySymbol,hubspotDefined,referencedObjectType
10,2024-01-11T21:05:56.680Z,2024-01-11T17:31:14.432Z,aacv_adj_gross_revenue_s__c,AACV Adj Gross Revenue (S),number,calculation_equation,,sf-calculated,[],52669308,52669308,-1,True,False,False,False,False,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': True}",False,(aacv_gross_revenue_s__c * hs_forecast_probability),,,
11,2024-01-11T21:06:07.966Z,2024-01-11T17:31:24.733Z,aacv_adj_net_revenue_adhererx__c,W: AdhereRx,number,calculation_equation,,sf-calculated,[],52669308,52669308,-1,True,False,False,False,False,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': True}",False,(uw_adhererx_net__c * hs_forecast_probability),,,
12,2024-01-11T21:06:12.359Z,2024-01-11T17:31:28.199Z,aacv_adj_net_revenue_cc__c,AACV Adj Net Revenue (CC),number,calculation_equation,,sf-calculated,[],52669308,52669308,-1,True,False,False,False,False,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': True}",False,(aacv_net_revenue_cc__c * hs_forecast_probability),,,
13,2024-01-11T21:06:09.585Z,2024-01-11T17:31:26.034Z,aacv_adj_net_revenue_pp__c,AACV Adj Net Revenue (PP),number,calculation_equation,,sf-calculated,[],52669308,52669308,-1,True,False,False,False,False,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': True}",False,(aacv_net_revenue_pp__c * hs_forecast_probability),,,
14,2024-01-11T21:06:07.440Z,2024-01-11T17:31:24.306Z,aacv_gross_revenue_adhererx__c,UW Rx Gross $ Billable Per Year W/out,number,calculation_equation,(UW) Unweighted - ( Est_Consumer_into_Billable__c  *625*12),sf-calculated,[],52669308,52669308,-1,True,False,False,False,False,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': True}",False,(est_consumer_into_billable__c * 625 * 12),,,
15,2024-01-11T21:06:10.771Z,2024-01-11T17:31:26.877Z,aacv_gross_revenue_cc__c,AACV Gross Revenue (CC),number,calculation_equation,,sf-calculated,[],52669308,52669308,-1,True,False,False,False,False,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': True}",False,(members_cc__c * 550 * 12 * 0.75 * 0.02),,,
16,2023-12-07T14:09:43.247Z,2023-12-07T14:09:43.247Z,aacv_gross_revenue_d__c,AACV Gross Revenue (D),number,number,,salesforceinformation,[],,,-1,False,False,False,False,False,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,True,,
17,2024-01-11T21:05:39.082Z,2024-01-11T17:31:00.184Z,aacv_gross_revenue_mtm__c,UW MTM - Serv,number,calculation_equation,(UW) Unweighted - ( Members_MTM__c * Eligibility_Rate_MTM__c )*( CMR_Target_Rate_MTM__c )*( Case_Rate_MTM__c ),sf-calculated,[],52669308,52669308,-1,True,False,False,False,False,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': True}",False,uw_mtm_serv_manual__c,,,
18,2024-01-11T21:05:50.546Z,2024-01-11T17:31:09.185Z,aacv_gross_revenue_p3link__c,UW Optimize SaaS - SaaS,number,calculation_equation,(UW) Unweighted - (  Per_User_License_Fee_P3Link__c *  Number_of_Licenses_P3Link__c  ) + (  PMPM_P3Link__c  * 12 *  Members_P3Link__c  ),sf-calculated,[],52669308,52669308,-1,True,False,False,False,False,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': True}",False,uw_optimize_saas_manual__c,,,
19,2024-01-11T21:06:09.052Z,2024-01-11T17:31:25.630Z,aacv_gross_revenue_pp__c,AACV Gross Revenue (PP),number,calculation_equation,,sf-calculated,[],52669308,52669308,-1,True,False,False,False,False,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': True}",False,(billable_member_months_pp__c * 0 * 0),,,
20,2023-12-07T14:09:29.776Z,2023-12-07T14:09:29.776Z,aacv_gross_revenue_q__c,UW Quantify - SaaS,number,number,,salesforceinformation,[],,,-1,False,False,False,False,False,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,True,,
21,2024-01-11T21:05:58.661Z,2024-01-11T17:31:16.484Z,aacv_gross_revenue_qilink__c,UW Resolve SaaS - SaaS,number,calculation_equation,,sf-calculated,[],52669308,52669308,-1,True,False,False,False,False,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': True}",False,uw_resolve_saas_manual__c,,,
22,2023-12-07T14:09:32.144Z,2023-12-07T14:09:32.144Z,aacv_gross_revenue_qilink_number__c,AACV Gross Revenue (Resolve SaaS),number,number,,salesforceinformation,[],,,-1,False,False,False,False,False,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,True,,
23,2024-01-11T21:05:35.803Z,2024-01-11T17:30:57.001Z,aacv_gross_revenue_r_e__c,UW Resolve (E) - Serv,number,calculation_equation,(UW) Unweighted - ( Members_R_E__c *2.2 *  Eligibility_Rate__c  *  Resolution_Rate_R_E__c * Case_Rate_R_E__c )+  PEPM_Annual_Fee_R_E__c,sf-calculated,[],52669308,52669308,-1,True,False,False,False,False,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': True}",False,uw_resolve_e_serv_override__c,,,
24,2024-01-10T19:28:54.701Z,2023-12-07T14:09:34.006Z,aacv_gross_revenue_r_hp__c,Outcome Based Fees (R-HP),number,number,,salesforceinformation,[],,52669308,-1,False,False,False,False,False,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,True,,
25,2023-12-07T14:09:17.473Z,2023-12-07T14:09:17.473Z,aacv_gross_revenue_s__c,AACV Gross Revenue (S),number,number,,salesforceinformation,[],,,-1,False,False,False,False,False,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,True,,
26,2024-01-11T21:06:18.456Z,2024-01-11T17:31:34.276Z,aacv_gross_revenue_w__c,W Rx Gross $ Billable Per Year w/out Att,number,calculation_equation,(W) Weighted - ($625x12)  AACV_Gross_Revenue_AdhereRx__c * Probability,sf-calculated,[],52669308,52669308,-1,True,False,False,False,False,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': True}",False,(aacv_gross_revenue_adhererx__c * hs_forecast_probability),,,
27,2024-01-11T21:05:44.911Z,2024-01-11T17:31:05.406Z,aacv_net_revenue_adhererx__c,UW Rx (net),number,calculation_equation,"(UW) Unweighted - AACV_Gross_Revenue_AdhereRx__c * 0.10 - (aka Net $ Billable Per Year w/out Att, 10% of gross)",sf-calculated,[],52669308,52669308,-1,True,False,False,False,False,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': True}",False,(uw_adhererx_net__c + uw_total_vaccine_net_annual__c + uw_adherepack__c),,,
28,2024-01-10T19:53:12.014Z,2024-01-10T19:53:12.014Z,aacv_net_revenue_adhererx_w__c,W Rx + CC only,number,calculation_equation,"AACV Net Revenue (AdhereRx) W

NET (W) Weighted (10% of Gross) - AACV_Net_Revenue_AdhereRx__c * Probability (aka Net $ Billable Per Year w/out Att)",salesforceinformation,[],52669308,52669308,-1,True,False,False,False,False,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': True}",False,(((uw_adhererx_net__c + uw_adherepack__c) + uw_total_vaccine_net_annual__c) * hs_forecast_probability),False,,
29,2024-01-11T21:06:11.360Z,2024-01-11T17:31:27.321Z,aacv_net_revenue_cc__c,UW CC (net),number,calculation_equation,(UW) Unweighted -  AACV_Gross_Revenue_CC__c * 0.10,sf-calculated,[],52669308,52669308,-1,True,False,False,False,False,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': True}",False,(aacv_gross_revenue_cc__c * 0.1),,,
30,2024-01-11T21:06:03.631Z,2024-01-11T17:31:21.242Z,aacv_net_revenue_d__c,AACV Net Revenue (D),number,calculation_equation,,sf-calculated,[],52669308,52669308,-1,True,False,False,False,False,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': True}",False,((12 - month(booked_revenue_date_d__c)) * predicted_monthly_amount_d__c),,,
31,2024-01-11T21:05:41.841Z,2024-01-11T17:31:02.778Z,aacv_net_revenue_mtm__c,AACV Net Revenue (MTM),number,calculation_equation,,sf-calculated,[],52669308,52669308,-1,True,False,False,False,False,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': True}",False,((12 - month(booked_revenue_date_mtm__c)) * predicted_monthly_amount_mtm__c),,,
32,2024-01-11T21:05:53.122Z,2024-01-11T17:31:11.356Z,aacv_net_revenue_p3link__c,AACV Net Revenue (Optimize SaaS),number,calculation_equation,,sf-calculated,[],52669308,52669308,-1,True,False,False,False,False,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': True}",False,((12 - month(booked_revenue_date_p3link__c)) * predicted_monthly_amount_p3link__c),,,
33,2024-01-11T21:06:06.608Z,2024-01-11T17:31:23.861Z,aacv_net_revenue_pp__c,AACV Net Revenue (PP),number,calculation_equation,,sf-calculated,[],52669308,52669308,-1,True,False,False,False,False,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': True}",False,((12 - month(booked_revenue_date_pp__c)) * predicted_monthly_amount_pp__c),,,
34,2024-01-11T21:05:55.646Z,2024-01-11T17:31:13.538Z,aacv_net_revenue_q__c,AACV Net Revenue (Q),number,calculation_equation,,sf-calculated,[],52669308,52669308,-1,True,False,False,False,False,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': True}",False,((12 - month(booked_revenue_date_q__c)) * predicted_monthly_amount_q__c),,,
35,2024-01-11T21:06:01.283Z,2024-01-11T17:31:18.963Z,aacv_net_revenue_qilink__c,AACV Net Revenue (Resolve SaaS),number,calculation_equation,,sf-calculated,[],52669308,52669308,-1,True,False,False,False,False,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': True}",False,((12 - month(booked_revenue_date_qilink__c)) * predicted_monthly_amount_qilink__c),,,
36,2024-01-11T21:05:38.124Z,2024-01-11T17:30:59.238Z,aacv_net_revenue_r_e__c,AACV Net Revenue (R-E),number,calculation_equation,,sf-calculated,[],52669308,52669308,-1,True,False,False,False,False,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': True}",False,((12 - month(booked_revenue_date_r_e__c)) * predicted_monthly_amount_r_e__c),,,
37,2024-01-11T21:05:35.408Z,2024-01-11T17:30:56.566Z,aacv_net_revenue_r_hp__c,AACV Net Revenue (R-HP),number,calculation_equation,,sf-calculated,[],52669308,52669308,-1,True,False,False,False,False,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': True}",False,(((12 - month(booked_revenue_date_r_hp__c)) * predicted_monthly_amount_r_hp__c) + (monthly_platform_fee_r_hp__c * (12 * contract_length_in_years_r_hp__c))),,,
38,2024-01-11T21:05:58.067Z,2024-01-11T17:31:16.055Z,aacv_net_revenue_s__c,AACV Net Revenue (S),number,calculation_equation,,sf-calculated,[],52669308,52669308,-1,True,False,False,False,False,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': True}",False,((12 - month(booked_revenue_date_s__c)) * predicted_monthly_amount_s__c),,,
39,2023-12-07T14:09:37.451Z,2023-12-07T14:09:37.451Z,actual_attendees_v__c,Actual Attendees (V),number,number,,salesforceinformation,[],,,-1,False,False,False,False,False,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,,
40,2023-12-07T14:09:23.903Z,2023-12-07T14:09:23.903Z,actual_go_live_date__c,Actual Go-Live Date,date,date,,salesforceinformation,[],,,-1,False,False,False,False,False,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,,
41,2023-12-07T14:09:39.627Z,2023-12-07T14:09:39.627Z,actual_injections_v__c,Actual Injections (V),number,number,,salesforceinformation,[],,,-1,False,False,False,False,False,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,,
42,2024-01-04T17:13:53.364Z,2023-12-07T14:09:39.406Z,adh_cholesterol_statins__c,ADH Cholesterol/Statins,enumeration,booleancheckbox,,salesforceinformation,"[{'label': 'Yes', 'value': 'true', 'description': '', 'displayOrder': 0, 'hidden': False}, {'label': 'No', 'value': 'false', 'description': '', 'displayOrder': 1, 'hidden': False}]",,52669308,-1,False,False,False,False,False,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,,
43,2023-12-07T14:09:20.743Z,2023-12-07T14:09:20.743Z,adh_cholesterol_statins_price__c,ADH Cholesterol/Statins Price,number,number,,salesforceinformation,[],,,-1,False,False,False,False,False,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,True,,
44,2024-01-04T17:13:48.180Z,2023-12-07T14:09:18.640Z,adh_diabetes__c,ADH Diabetes,enumeration,booleancheckbox,,salesforceinformation,"[{'label': 'Yes', 'value': 'true', 'description': '', 'displayOrder': 0, 'hidden': False}, {'label': 'No', 'value': 'false', 'description': '', 'displayOrder': 1, 'hidden': False}]",,52669308,-1,False,False,False,False,False,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,,
45,2023-12-07T14:09:36.879Z,2023-12-07T14:09:36.879Z,adh_diabetes_price__c,ADH Diabetes Price,number,number,,salesforceinformation,[],,,-1,False,False,False,False,False,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,True,,
46,2024-01-04T17:13:51.974Z,2023-12-07T14:09:32.858Z,adh_hypertension_ras__c,ADH Hypertension/ RAS,enumeration,booleancheckbox,,salesforceinformation,"[{'label': 'Yes', 'value': 'true', 'description': '', 'displayOrder': 0, 'hidden': False}, {'label': 'No', 'value': 'false', 'description': '', 'displayOrder': 1, 'hidden': False}]",,52669308,-1,False,False,False,False,False,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,,
47,2023-12-07T14:09:38.041Z,2023-12-07T14:09:38.041Z,adh_hypertension_ras_price__c,ADH Hypertension/ RAS Price,number,number,,salesforceinformation,[],,,-1,False,False,False,False,False,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,True,,
48,2024-01-04T17:13:49.448Z,2023-12-07T14:09:22.919Z,adherehealth_has_submitted_a_pricing__c,Internal pricing + deal value estd,enumeration,booleancheckbox,,salesforceinformation,"[{'label': 'Yes', 'value': 'true', 'description': '', 'displayOrder': 0, 'hidden': False}, {'label': 'No', 'value': 'false', 'description': '', 'displayOrder': 1, 'hidden': False}]",,52669308,-1,False,False,False,False,False,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,,
49,2024-01-04T17:13:55.652Z,2023-12-07T14:09:47.189Z,adherence_for_insulin__c,Adherence for Insulin,enumeration,booleancheckbox,,salesforceinformation,"[{'label': 'Yes', 'value': 'true', 'description': '', 'displayOrder': 0, 'hidden': False}, {'label': 'No', 'value': 'false', 'description': '', 'displayOrder': 1, 'hidden': False}]",,52669308,-1,False,False,False,False,False,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,,
50,2023-12-07T14:09:16.511Z,2023-12-07T14:09:16.511Z,adherence_for_insulin_price__c,Adherence for Insulin Price,number,number,,salesforceinformation,[],,,-1,False,False,False,False,False,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,True,,
51,2024-01-11T21:06:35.861Z,2024-01-11T17:31:50.303Z,ah_potential_aacv_w_o_rx_cc__c,UW Serv + Tech,number,calculation_equation,(UW) Unweighted - Grand_AACV_Gross_Revenue__c -  AACV_Gross_Revenue_CC__c -  AACV_Gross_Revenue_AdhereRx__c -  AACV_Adj_Gross_Revenue_PP__c,sf-calculated,[],52669308,52669308,-1,True,False,False,False,False,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': True}",False,(grand_aacv_gross_revenue__c - aacv_gross_revenue_cc__c - aacv_gross_revenue_adhererx__c - aacv_adj_gross_revenue_pp__c),,,
52,2024-01-11T21:06:23.902Z,2024-01-11T17:31:38.526Z,amount_2__c,Total Amount,number,calculation_equation,UW Serv & Tech + UW Rx(net),sf-calculated,[],52669308,52669308,-1,True,False,False,False,False,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': True}",False,(total_mtm__c + total_optimize_e__c + total_optimize_saas__c + total_resolve_saas__c + total_r_hp__c),,,
53,2023-11-27T20:02:42.990Z,2023-11-27T20:02:42.990Z,amount_in_home_currency,Amount in company currency,number,calculation_equation,"The amount of the deal, using the exchange rate, in your company's currency",deal_revenue,[],,,-1,True,False,,False,False,"{'archivable': True, 'readOnlyDefinition': True, 'readOnlyValue': True}",False,if is_present(hs_exchange_rate) then (amount * hs_exchange_rate) else amount,True,True,
54,2024-01-04T17:13:53.186Z,2023-12-07T14:09:39.177Z,anchor_product__c,Anchor Product (AdhereRx),enumeration,select,,salesforceinformation,"[{'label': 'Resolve (Tech Enabled)', 'value': 'Resolve HP', 'description': '', 'displayOrder': 0, 'hidden': False}, {'label': 'Resolve (SaaS)', 'value': 'Resolve (SaaS)', 'description': '', 'displayOrder': 1, 'hidden': False}, {'label': 'Optimize (Tech Enabled)', 'value': 'Optimize (Tech Enabled)', 'description': '', 'displayOrder': 2, 'hidden': False}, {'label': 'Optimize (SaaS)', 'value': 'Optimize (SaaS)', 'description': '', 'displayOrder': 3, 'hidden': False}, {'label': 'Optimize E', 'value': 'Resolve E', 'description': '', 'displayOrder': 4, 'hidden': False}, {'label': 'OptimizeMTM', 'value': 'OptimizeMTM', 'description': '', 'displayOrder': 5, 'hidden': False}, {'label': 'AdherePack', 'value': 'AdherePack', 'description': '', 'displayOrder': 6, 'hidden': False}, {'label': 'AdhereRx', 'value': 'AdhereRx', 'description': '', 'displayOrder': 7, 'hidden': False}, {'label': 'PillPack', 'value': 'PillPack', 'description': '', 'displayOrder': 8, 'hidden': False}]",,52669308,-1,False,False,False,False,False,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,,
55,2024-01-04T17:13:53.932Z,2023-12-07T14:09:41.058Z,anchor_product_ap__c,Anchor Product (AHP),enumeration,select,,salesforceinformation,"[{'label': 'Resolve (Tech Enabled)', 'value': 'Resolve HP', 'description': '', 'displayOrder': 0, 'hidden': False}, {'label': 'Resolve (SaaS)', 'value': 'Resolve (SaaS)', 'description': '', 'displayOrder': 1, 'hidden': False}, {'label': 'Optimize (Tech Enabled)', 'value': 'Optimize (Tech Enabled)', 'description': '', 'displayOrder': 2, 'hidden': False}, {'label': 'Optimize (SaaS)', 'value': 'Optimize (SaaS)', 'description': '', 'displayOrder': 3, 'hidden': False}, {'label': 'Optimize E', 'value': 'Resolve E', 'description': '', 'displayOrder': 4, 'hidden': False}, {'label': 'OptimizeMTM', 'value': 'OptimizeMTM', 'description': '', 'displayOrder': 5, 'hidden': False}, {'label': 'AdherePack', 'value': 'AdhrePack', 'description': '', 'displayOrder': 6, 'hidden': False}, {'label': 'AdhereRx', 'value': 'AdhereRx', 'description': '', 'displayOrder': 7, 'hidden': False}, {'label': 'PillPack', 'value': 'PillPack', 'description': '', 'displayOrder': 8, 'hidden': False}]",,52669308,-1,False,False,False,False,False,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,,
56,2024-01-04T17:13:49.192Z,2023-12-07T14:09:22.080Z,antidepressants_amm__c,Antidepressants (AMM),enumeration,booleancheckbox,,salesforceinformation,"[{'label': 'Yes', 'value': 'true', 'description': '', 'displayOrder': 0, 'hidden': False}, {'label': 'No', 'value': 'false', 'description': '', 'displayOrder': 1, 'hidden': False}]",,52669308,-1,False,False,False,False,False,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,,
57,2023-12-07T14:09:21.771Z,2023-12-07T14:09:21.771Z,antidepressants_amm_price__c,Antidepressants (AMM) Price,number,number,,salesforceinformation,[],,,-1,False,False,False,False,False,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,True,,
58,2023-12-07T14:09:32.986Z,2023-12-07T14:09:32.986Z,assigned_dev_resource__c,Assigned Dev. Resource,string,text,,salesforceinformation,[],,,-1,False,False,False,False,False,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,,
59,2024-01-04T17:13:47.853Z,2023-12-07T14:09:17.770Z,asthma__c,Asthma,enumeration,booleancheckbox,,salesforceinformation,"[{'label': 'Yes', 'value': 'true', 'description': '', 'displayOrder': 0, 'hidden': False}, {'label': 'No', 'value': 'false', 'description': '', 'displayOrder': 1, 'hidden': False}]",,52669308,-1,False,False,False,False,False,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,,
60,2024-01-04T17:13:49.272Z,2023-12-07T14:09:22.606Z,asthma_medication_ratio_amr__c,Asthma Medication Ratio (AMR),enumeration,booleancheckbox,,salesforceinformation,"[{'label': 'Yes', 'value': 'true', 'description': '', 'displayOrder': 0, 'hidden': False}, {'label': 'No', 'value': 'false', 'description': '', 'displayOrder': 1, 'hidden': False}]",,52669308,-1,False,False,False,False,False,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,,
61,2023-12-07T14:09:32.752Z,2023-12-07T14:09:32.752Z,asthma_medication_ratio_amr_price__c,Asthma Medication Ratio (AMR) Price,number,number,,salesforceinformation,[],,,-1,False,False,False,False,False,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,True,,
62,2023-12-07T14:09:48.510Z,2023-12-07T14:09:48.510Z,asthma_price__c,Asthma Price,number,number,,salesforceinformation,[],,,-1,False,False,False,False,False,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,True,,
63,2023-12-07T14:09:46.635Z,2023-12-07T14:09:46.635Z,baa_received_for_review__c,BAA received for review,date,date,,salesforceinformation,[],,,-1,False,False,False,False,False,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,,
64,2023-12-07T14:09:24.488Z,2023-12-07T14:09:24.488Z,baa_signed__c,BAA Signed (Target Date),date,date,,salesforceinformation,[],,,-1,False,False,False,False,False,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,,
65,2023-12-07T14:09:25.507Z,2023-12-07T14:09:25.507Z,baa_signed_actual__c,BAA Signed (Actual Date),date,date,,salesforceinformation,[],,,-1,False,False,False,False,False,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,,
66,2023-12-07T14:09:26.607Z,2023-12-07T14:09:26.607Z,bcs_price__c,BCS Price,number,number,,salesforceinformation,[],,,-1,False,False,False,False,False,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,True,,
67,2024-01-04T17:13:56.055Z,2023-12-07T14:09:48.622Z,bdt_has_confirmed_ah_is_finalist__c,BDT has confirmed AH is finalist,enumeration,booleancheckbox,,salesforceinformation,"[{'label': 'Yes', 'value': 'true', 'description': '', 'displayOrder': 0, 'hidden': False}, {'label': 'No', 'value': 'false', 'description': '', 'displayOrder': 1, 'hidden': False}]",,52669308,-1,False,False,False,False,False,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,,
68,2024-01-11T21:05:49.228Z,2024-01-11T17:31:07.664Z,billable_member_months_pp__c,Billable Member Months (PP),number,calculation_equation,,sf-calculated,[],52669308,52669308,-1,True,False,False,False,False,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': True}",False,(enrollment_month_pp__c * monthly_conversions_pp__c),,,
