,updatedAt,createdAt,name,label,type,fieldType,description,groupName,options,displayOrder,calculated,externalOptions,hasUniqueValue,hidden,hubspotDefined,modificationMetadata,formField,createdUserId,updatedUserId,archived,calculationFormula,showCurrencySymbol,referencedObjectType
10,2023-12-07T14:10:24.599Z,2023-12-07T14:10:24.599Z,adherepack_tam__c,AdherePack TAM,number,number,,salesforceinformation,[],-1,False,False,False,False,,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,False,,,
11,2023-12-07T14:10:11.292Z,2023-12-07T14:10:11.292Z,adult_bmi_assessment__c,Adult BMI Assessment,number,number,,salesforceinformation,[],-1,False,False,False,False,,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,False,,,
12,2023-12-07T14:10:14.211Z,2023-12-07T14:10:14.211Z,ah_client_index__c,AH Client Index,number,number,,salesforceinformation,[],-1,False,False,False,False,,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,False,,,
13,2023-12-07T14:09:58.232Z,2023-12-07T14:09:58.232Z,annual_flu_vaccine__c,Annual Flu Vaccine,number,number,,salesforceinformation,[],-1,False,False,False,False,,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,False,,,
14,2023-12-07T14:09:58.121Z,2023-12-07T14:09:58.121Z,appeals_auto_forward__c,Appeals Auto–Forward,number,number,,salesforceinformation,[],-1,False,False,False,False,,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,False,,,
15,2023-12-07T14:10:22.549Z,2023-12-07T14:10:22.549Z,appeals_upheld__c,Appeals Upheld,number,number,,salesforceinformation,[],-1,False,False,False,False,,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,False,,,
16,2023-12-07T14:09:59.191Z,2023-12-07T14:09:59.191Z,aso_enrollment__c,ASO Enrollment,number,number,,salesforceinformation,[],-1,False,False,False,False,,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,False,,,
17,2023-12-07T14:09:54.082Z,2023-12-07T14:09:54.082Z,bdt__c,BDT ?,enumeration,booleancheckbox,,salesforceinformation,"[{'label': 'Yes', 'value': 'true', 'description': '', 'displayOrder': 0, 'hidden': False}, {'label': 'No', 'value': 'false', 'description': '', 'displayOrder': 1, 'hidden': False}]",-1,False,False,False,False,,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,False,,,
18,2023-12-07T14:09:59.450Z,2023-12-07T14:09:59.450Z,beneficiary_access_and_performance_prb4__c,Beneficiary Access and Performance Prb4,number,number,,salesforceinformation,[],-1,False,False,False,False,,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,False,,,
19,2023-12-07T14:09:56.260Z,2023-12-07T14:09:56.260Z,beneficiary_access_and_performance_prob__c,Beneficiary Access and Performance Prob,number,number,,salesforceinformation,[],-1,False,False,False,False,,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,False,,,
20,2024-01-16T18:25:09.444Z,2024-01-16T18:23:25.730Z,billing_address,Billing Address,string,textarea,,companyinformation,[],-1,False,False,False,False,,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,52669308,52669308,False,,False,
21,2023-12-07T14:10:04.833Z,2023-12-07T14:10:04.833Z,blues_chk__c,Blues_chk,enumeration,booleancheckbox,,salesforceinformation,"[{'label': 'Yes', 'value': 'true', 'description': '', 'displayOrder': 0, 'hidden': False}, {'label': 'No', 'value': 'false', 'description': '', 'displayOrder': 1, 'hidden': False}]",-1,False,False,False,False,,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,False,,,
22,2023-12-07T14:10:01.233Z,2023-12-07T14:10:01.233Z,breast_cancer_screening__c,Breast Cancer Screening,number,number,,salesforceinformation,[],-1,False,False,False,False,,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,False,,,
23,2023-12-07T14:09:59.848Z,2023-12-07T14:09:59.848Z,call_center_foreign_language_interpr2__c,Call Center – Foreign Language Interpr2,number,number,,salesforceinformation,[],-1,False,False,False,False,,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,False,,,
24,2023-12-07T14:10:25.175Z,2023-12-07T14:10:25.175Z,call_center_foreign_language_interpret__c,Call Center–Foreign Language Interpret,number,number,,salesforceinformation,[],-1,False,False,False,False,,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,False,,,
25,2023-12-07T14:10:07.606Z,2023-12-07T14:10:07.606Z,call_result_commercial__c,Account Status Commercial,enumeration,select,,salesforceinformation,"[{'label': 'Outreach has not begun', 'value': 'Not contacted', 'description': '', 'displayOrder': 0, 'hidden': False}, {'label': 'Not Contacted', 'value': 'Reached out, but not connected', 'description': '', 'displayOrder': 1, 'hidden': False}, {'label': 'Interested but not qualified', 'value': 'Interested but not qualified', 'description': '', 'displayOrder': 2, 'hidden': False}, {'label': 'Not Interested', 'value': 'Qualified - Not Interested', 'description': '', 'displayOrder': 3, 'hidden': False}, {'label': 'Meeting Scheduled', 'value': 'Meeting Scheduled', 'description': '', 'displayOrder': 4, 'hidden': False}, {'label': 'SQL', 'value': 'SQL', 'description': '', 'displayOrder': 5, 'hidden': False}, {'label': 'Existing Opportunity', 'value': 'Opportunity Created', 'description': '', 'displayOrder': 6, 'hidden': False}, {'label': 'Customer', 'value': 'Customer', 'description': '', 'displayOrder': 7, 'hidden': False}, {'label': 'Not Targeted', 'value': 'Not Targeted', 'description': '', 'displayOrder': 8, 'hidden': False}, {'label': 'No Response', 'value': 'No Response', 'description': '', 'displayOrder': 9, 'hidden': False}]",-1,False,False,False,False,,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,False,,,
26,2023-12-07T14:10:04.220Z,2023-12-07T14:10:04.220Z,call_results_caid__c,Account Status Caid,enumeration,select,,salesforceinformation,"[{'label': 'Outreach has not begun', 'value': 'Not contacted', 'description': '', 'displayOrder': 0, 'hidden': False}, {'label': 'Not Contacted', 'value': 'Reached out, but not connected', 'description': '', 'displayOrder': 1, 'hidden': False}, {'label': 'Interested but not qualified', 'value': 'Interested but not qualified', 'description': '', 'displayOrder': 2, 'hidden': False}, {'label': 'Not Interested', 'value': 'Unqualified - Not Interested', 'description': '', 'displayOrder': 3, 'hidden': False}, {'label': 'Meeting scheduled', 'value': 'Meeting scheduled', 'description': '', 'displayOrder': 4, 'hidden': False}, {'label': 'SQL', 'value': 'SQL', 'description': '', 'displayOrder': 5, 'hidden': False}, {'label': 'Existing Opportunity', 'value': 'Opportunity created', 'description': '', 'displayOrder': 6, 'hidden': False}, {'label': 'Customer', 'value': 'Customer', 'description': '', 'displayOrder': 7, 'hidden': False}, {'label': 'Not Targeted', 'value': 'Not Targeted', 'description': '', 'displayOrder': 8, 'hidden': False}, {'label': 'No Response', 'value': 'No Response', 'description': '', 'displayOrder': 9, 'hidden': False}]",-1,False,False,False,False,,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,False,,,
27,2023-12-07T14:10:01.598Z,2023-12-07T14:10:01.598Z,call_results_ma__c,Account Status MA,enumeration,select,,salesforceinformation,"[{'label': 'Outreach has not begun', 'value': 'Not contacted', 'description': '', 'displayOrder': 0, 'hidden': False}, {'label': 'Not Contacted', 'value': 'Reached out, but not connected', 'description': '', 'displayOrder': 1, 'hidden': False}, {'label': 'Interested but not qualified', 'value': 'Interested but not qualified', 'description': '', 'displayOrder': 2, 'hidden': False}, {'label': 'Not Interested', 'value': 'Qualified - Not Interested', 'description': '', 'displayOrder': 3, 'hidden': False}, {'label': 'Meeting scheduled', 'value': 'Meeting scheduled', 'description': '', 'displayOrder': 4, 'hidden': False}, {'label': 'SQL', 'value': 'SQL', 'description': '', 'displayOrder': 5, 'hidden': False}, {'label': 'Existing Opportunity', 'value': 'Opportunity created', 'description': '', 'displayOrder': 6, 'hidden': False}, {'label': 'Customer', 'value': 'Customer', 'description': '', 'displayOrder': 7, 'hidden': False}, {'label': 'Not Targeted', 'value': 'Not Targeted', 'description': '', 'displayOrder': 8, 'hidden': False}, {'label': 'No Response', 'value': 'No Response', 'description': '', 'displayOrder': 9, 'hidden': False}]",-1,False,False,False,False,,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,False,,,
28,2023-12-07T14:10:13.199Z,2023-12-07T14:10:13.199Z,care_coordination__c,Care Coordination,number,number,,salesforceinformation,[],-1,False,False,False,False,,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,False,,,
29,2023-12-07T14:10:21.156Z,2023-12-07T14:10:21.156Z,care_for_older_adults_functional_statu__c,CareOlderAdults–FunctionalStatusAssessme,number,number,,salesforceinformation,[],-1,False,False,False,False,,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,False,,,
30,2023-12-07T14:10:24.265Z,2023-12-07T14:10:24.265Z,care_for_older_adults_medicationreview__c,Care for Older Adults – MedicationReview,number,number,,salesforceinformation,[],-1,False,False,False,False,,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,False,,,
31,2023-12-07T14:10:08.612Z,2023-12-07T14:10:08.612Z,care_for_older_adults_pain_assessment__c,Care for Older Adults – Pain Assessment,number,number,,salesforceinformation,[],-1,False,False,False,False,,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,False,,,
32,2023-12-07T14:10:14.805Z,2023-12-07T14:10:14.805Z,client_success_director__c,Client Success Executive,enumeration,select,,salesforceinformation,"[{'label': 'Cyndi Alexander', 'value': 'Cyndi Alexander', 'description': '', 'displayOrder': 0, 'hidden': False}, {'label': 'Collin Albrecht', 'value': 'Collin_Albrecht', 'description': '', 'displayOrder': 1, 'hidden': False}, {'label': 'Morgan Clyburn', 'value': 'Morgan Clyburn', 'description': '', 'displayOrder': 2, 'hidden': False}]",-1,False,False,False,False,,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,False,,,
33,2023-12-07T14:10:09.827Z,2023-12-07T14:10:09.827Z,client_success_process__c,Client Success Process,enumeration,select,,salesforceinformation,"[{'label': 'Not An Active Client', 'value': 'Not An Active Client', 'description': '', 'displayOrder': 0, 'hidden': False}, {'label': 'New Client Onboarding', 'value': 'New Client Onboarding', 'description': '', 'displayOrder': 1, 'hidden': False}, {'label': 'Account Planning', 'value': 'Account Planning', 'description': '', 'displayOrder': 2, 'hidden': False}, {'label': 'Account Development', 'value': 'Account Development', 'description': '', 'displayOrder': 3, 'hidden': False}, {'label': 'Opportunity Management', 'value': 'Opportunity Management', 'description': '', 'displayOrder': 4, 'hidden': False}, {'label': 'Account Review', 'value': 'Account Review', 'description': '', 'displayOrder': 5, 'hidden': False}]",-1,False,False,False,False,,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,False,,,
34,2023-12-07T14:10:22.132Z,2023-12-07T14:10:22.132Z,clinical_solutions_specialist__c,Clinical Solutions Specialist,enumeration,select,,salesforceinformation,"[{'label': 'Levi Sanderson', 'value': 'Levi Sanderson', 'description': '', 'displayOrder': 0, 'hidden': False}]",-1,False,False,False,False,,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,False,,,
35,2022-05-27T22:49:32.226Z,2019-08-06T02:41:47.422Z,closedate_timestamp_earliest_value_a2a17e6e,closedate_timestamp_earliest_value_a2a17e6e,datetime,text,Calculation context property providing timestamp for rollup property closedate calculated as EARLIEST_VALUE via values of closedate on object type ObjectTypeId{legacyObjectType=CONTACT},companyinformation,[],-1,False,False,False,True,True,"{'archivable': True, 'readOnlyDefinition': True, 'readOnlyValue': True}",False,,,,,,
36,2023-12-07T14:10:20.200Z,2023-12-07T14:10:20.200Z,cms_certification_number_ccn__c,CMS Certification Number (CCN)*,string,text,,salesforceinformation,[],-1,False,False,False,False,,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,False,,,
37,2023-12-07T14:10:26.302Z,2023-12-07T14:10:26.302Z,colorectal_cancer_screening__c,Colorectal Cancer Screening,number,number,,salesforceinformation,[],-1,False,False,False,False,,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,False,,,
38,2023-12-07T14:10:22.881Z,2023-12-07T14:10:22.881Z,comment_account_plan_approved__c,Comment: Account plan approved,string,text,,salesforceinformation,[],-1,False,False,False,False,,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,False,,,
39,2023-12-07T14:10:27.572Z,2023-12-07T14:10:27.572Z,comment_actively_participate__c,Comment: Actively participate,string,text,,salesforceinformation,[],-1,False,False,False,False,,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,False,,,
40,2023-12-07T14:10:21.043Z,2023-12-07T14:10:21.043Z,comment_cadence_agreement__c,Comment: Cadence agreement,string,text,,salesforceinformation,[],-1,False,False,False,False,,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,False,,,
41,2023-12-07T14:10:24.951Z,2023-12-07T14:10:24.951Z,comment_client_agrees_to_discovery_mtg__c,Comment: Client agrees to Discovery mtg,string,text,,salesforceinformation,[],-1,False,False,False,False,,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,False,,,
42,2023-12-07T14:10:10.614Z,2023-12-07T14:10:10.614Z,comment_confirmed__c,Comment: Confirmed,string,text,,salesforceinformation,[],-1,False,False,False,False,,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,False,,,
43,2023-12-07T14:10:10.926Z,2023-12-07T14:10:10.926Z,comment_define_the_communication_cadenc__c,Comment: Define communication & insight,string,text,,salesforceinformation,[],-1,False,False,False,False,,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,False,,,
44,2023-12-07T14:10:10.134Z,2023-12-07T14:10:10.134Z,comment_desired_outcomes_of_the_activit__c,Comment: Desired outcomes of the activit,string,text,,salesforceinformation,[],-1,False,False,False,False,,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,False,,,
45,2023-12-07T14:10:28.025Z,2023-12-07T14:10:28.025Z,comment_email_from_implementation__c,Comment: Email from Implementation,string,text,,salesforceinformation,[],-1,False,False,False,False,,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,False,,,
46,2023-12-07T14:10:12.979Z,2023-12-07T14:10:12.979Z,comment_er_ec_established_relationship__c,Comment: ER/EC: Established relationship,string,text,,salesforceinformation,[],-1,False,False,False,False,,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,False,,,
47,2023-12-07T14:10:18.510Z,2023-12-07T14:10:18.510Z,comment_follow_up_with_warm_intro__c,Comment: Follow up with warm intro,string,text,,salesforceinformation,[],-1,False,False,False,False,,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,False,,,
48,2023-12-07T14:10:26.539Z,2023-12-07T14:10:26.539Z,comment_hold_quarterly_business_review__c,Comment: Hold Quarterly Business Review,string,text,,salesforceinformation,[],-1,False,False,False,False,,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,False,,,
49,2023-12-07T14:10:24.378Z,2023-12-07T14:10:24.378Z,comment_initial_new_client_call__c,Comment: Initial new client call,string,text,,salesforceinformation,[],-1,False,False,False,False,,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,False,,,
50,2023-12-07T14:10:11.181Z,2023-12-07T14:10:11.181Z,comment_internal_meeting__c,Comment: Internal Meeting,string,textarea,,salesforceinformation,[],-1,False,False,False,False,,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,False,,,
51,2023-12-07T14:09:58.441Z,2023-12-07T14:09:58.441Z,comment_mi_1_client_team_mtg__c,Comment: MI#1 Client & Team mtg,string,textarea,,salesforceinformation,[],-1,False,False,False,False,,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,False,,,
52,2023-12-07T14:09:59.339Z,2023-12-07T14:09:59.339Z,comment_monthly_internal_approval__c,Comment: Monthly Internal Approval,string,text,,salesforceinformation,[],-1,False,False,False,False,,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,False,,,
53,2023-12-07T14:10:16.742Z,2023-12-07T14:10:16.742Z,comment_obtain_customer_approval__c,Comment: Obtain customer approval,string,text,,salesforceinformation,[],-1,False,False,False,False,,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,False,,,
54,2023-12-07T14:09:59.545Z,2023-12-07T14:09:59.545Z,comment_obtain_direct_introduction__c,Comment: Obtain direct introduction,string,text,,salesforceinformation,[],-1,False,False,False,False,,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,False,,,
55,2023-12-07T14:10:16.863Z,2023-12-07T14:10:16.863Z,comment_overview_provided_to_client__c,Comment: Overview provided to client,string,text,,salesforceinformation,[],-1,False,False,False,False,,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,False,,,
56,2023-12-07T14:09:58.989Z,2023-12-07T14:09:58.989Z,comment_perform_account_review__c,Comment: Perform account review,string,text,,salesforceinformation,[],-1,False,False,False,False,,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,False,,,
57,2023-12-07T14:09:55.901Z,2023-12-07T14:09:55.901Z,comment_provide_insight_to_key_buyer__c,Comment: Provide insight to key buyer,string,text,,salesforceinformation,[],-1,False,False,False,False,,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,False,,,
58,2023-12-07T14:10:08.289Z,2023-12-07T14:10:08.289Z,comment_qbr_validation__c,Comment: QBR Validation,string,text,,salesforceinformation,[],-1,False,False,False,False,,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,False,,,
59,2023-12-07T14:10:07.029Z,2023-12-07T14:10:07.029Z,comment_swot_analysis__c,Comment: SWOT analysis,string,text,,salesforceinformation,[],-1,False,False,False,False,,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,False,,,
60,2023-12-07T14:09:57.030Z,2023-12-07T14:09:57.030Z,comment_timeline_discussed_approved__c,Comment: Timeline discussed & approved,string,textarea,,salesforceinformation,[],-1,False,False,False,False,,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,False,,,
61,2023-12-07T14:10:04.111Z,2023-12-07T14:10:04.111Z,comment_uncover_compelling_and_trigger__c,Comment: Uncover compelling and trigger,string,text,,salesforceinformation,[],-1,False,False,False,False,,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,False,,,
62,2023-12-07T14:10:02.468Z,2023-12-07T14:10:02.468Z,comment_validation_email_sent__c,Comment: Validation email sent,string,text,,salesforceinformation,[],-1,False,False,False,False,,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,False,,,
63,2023-12-07T14:10:15.015Z,2023-12-07T14:10:15.015Z,comment_welcome_email_from_ceo_sent__c,Comment: Welcome email from CEO sent,string,text,,salesforceinformation,[],-1,False,False,False,False,,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,False,,,
64,2023-12-07T14:10:17.554Z,2023-12-07T14:10:17.554Z,comment_what_to_share_with_key_persona__c,Comment: What to share with key persona,string,text,,salesforceinformation,[],-1,False,False,False,False,,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,False,,,
65,2024-01-16T19:06:29.326Z,2024-01-16T19:06:29.326Z,commercial_200k_1m_lives_f__c,Commercial 200k-1M Lives [SF],number,calculation_equation,,sf-calculated,[],-1,True,False,False,False,,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': True}",False,52669308,52669308,False,closedate - createdate,,
66,2024-01-16T19:06:29.905Z,2024-01-16T19:06:29.905Z,commercial_200k_1m_lives_value__c,Commercial 200k-1M Lives Value [SF],number,calculation_equation,,sf-calculated,[],-1,True,False,False,False,,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': True}",False,52669308,52669308,False,closedate - createdate,,
67,2023-12-07T14:09:57.601Z,2023-12-07T14:09:57.601Z,commercial_20k_1m_lives__c,Commercial 200k-1M Lives,enumeration,select,,salesforceinformation,"[{'label': 'N/A', 'value': 'N/A', 'description': '', 'displayOrder': 0, 'hidden': False}, {'label': 'Yes', 'value': 'Yes', 'description': '', 'displayOrder': 1, 'hidden': False}, {'label': 'No', 'value': 'No', 'description': '', 'displayOrder': 2, 'hidden': False}]",-1,False,False,False,False,,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,False,,,
68,2024-01-16T19:06:30.521Z,2024-01-16T19:06:30.521Z,commercial_bc_bs_value__c,Commercial BC/BS Value [SF],number,calculation_equation,,sf-calculated,[],-1,True,False,False,False,,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': True}",False,52669308,52669308,False,closedate - createdate,,
69,2023-12-07T14:10:28.846Z,2023-12-07T14:10:28.846Z,commercial_bdt__c,Commercial BDT,enumeration,booleancheckbox,,salesforceinformation,"[{'label': 'Yes', 'value': 'true', 'description': '', 'displayOrder': 0, 'hidden': False}, {'label': 'No', 'value': 'false', 'description': '', 'displayOrder': 1, 'hidden': False}]",-1,False,False,False,False,,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,False,,,
70,2023-12-07T14:10:06.501Z,2023-12-07T14:10:06.501Z,commercial_chk__c,commercial_chk,enumeration,booleancheckbox,,salesforceinformation,"[{'label': 'Yes', 'value': 'true', 'description': '', 'displayOrder': 0, 'hidden': False}, {'label': 'No', 'value': 'false', 'description': '', 'displayOrder': 1, 'hidden': False}]",-1,False,False,False,False,,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': False}",True,,,False,,,
71,2024-01-16T19:06:31.161Z,2024-01-16T19:06:31.161Z,commercial_existing_value__c,Commercial Existing Value [SF],number,calculation_equation,,sf-calculated,[],-1,True,False,False,False,,"{'archivable': True, 'readOnlyDefinition': False, 'readOnlyValue': True}",False,52669308,52669308,False,closedate - createdate,,
